file_name,student_id,course_name,attendance_sheet_id,page,row,cell_index,x,y
2305641/CNG213_2305641_AS001_p1_r11_c7.png,2305641,CNG213,AS001,1,11,7,1037,763
2542351/CNG213_2542351_AS001_p1_r12_c3.png,2542351,CNG213,AS001,1,12,3,449,817
2542351/CNG213_2542351_AS001_p1_r12_c4.png,2542351,CNG213,AS001,1,12,4,596,817
2542351/CNG213_2542351_AS001_p1_r12_c5.png,2542351,CNG213,AS001,1,12,5,743,817
2542351/CNG213_2542351_AS001_p1_r12_c6.png,2542351,CNG213,AS001,1,12,6,890,817
2542351/CNG213_2542351_AS001_p1_r12_c7.png,2542351,CNG213,AS001,1,12,7,1037,817
2514627/CNG213_2514627_AS001_p1_r13_c3.png,2514627,CNG213,AS001,1,13,3,449,871
2514627/CNG213_2514627_AS001_p1_r13_c4.png,2514627,CNG213,AS001,1,13,4,596,871
2514627/CNG213_2514627_AS001_p1_r13_c5.png,2514627,CNG213,AS001,1,13,5,743,871
2514627/CNG213_2514627_AS001_p1_r13_c6.png,2514627,CNG213,AS001,1,13,6,890,871
2514627/CNG213_2514627_AS001_p1_r13_c7.png,2514627,CNG213,AS001,1,13,7,1037,871
2480184/CNG213_2480184_AS001_p1_r14_c3.png,2480184,CNG213,AS001,1,14,3,449,925
2480184/CNG213_2480184_AS001_p1_r14_c4.png,2480184,CNG213,AS001,1,14,4,596,925
2480184/CNG213_2480184_AS001_p1_r14_c5.png,2480184,CNG213,AS001,1,14,5,743,925
2480184/CNG213_2480184_AS001_p1_r14_c6.png,2480184,CNG213,AS001,1,14,6,890,925
2480184/CNG213_2480184_AS001_p1_r14_c7.png,2480184,CNG213,AS001,1,14,7,1037,925
2104332/CNG213_2104332_AS001_p1_r15_c3.png,2104332,CNG213,AS001,1,15,3,449,979
2104332/CNG213_2104332_AS001_p1_r15_c4.png,2104332,CNG213,AS001,1,15,4,596,979
2104332/CNG213_2104332_AS001_p1_r15_c5.png,2104332,CNG213,AS001,1,15,5,743,979
2104332/CNG213_2104332_AS001_p1_r15_c6.png,2104332,CNG213,AS001,1,15,6,890,979
2104332/CNG213_2104332_AS001_p1_r15_c7.png,2104332,CNG213,AS001,1,15,7,1037,979
2181960/CNG213_2181960_AS001_p1_r16_c3.png,2181960,CNG213,AS001,1,16,3,449,1033
2181960/CNG213_2181960_AS001_p1_r16_c4.png,2181960,CNG213,AS001,1,16,4,596,1033
2181960/CNG213_2181960_AS001_p1_r16_c5.png,2181960,CNG213,AS001,1,16,5,743,1033
2181960/CNG213_2181960_AS001_p1_r16_c6.png,2181960,CNG213,AS001,1,16,6,890,1033
2181960/CNG213_2181960_AS001_p1_r16_c7.png,2181960,CNG213,AS001,1,16,7,1037,1033
2048281/CNG213_2048281_AS001_p1_r17_c3.png,2048281,CNG213,AS001,1,17,3,449,1087
2048281/CNG213_2048281_AS001_p1_r17_c4.png,2048281,CNG213,AS001,1,17,4,596,1087
2048281/CNG213_2048281_AS001_p1_r17_c5.png,2048281,CNG213,AS001,1,17,5,743,1087
2048281/CNG213_2048281_AS001_p1_r17_c6.png,2048281,CNG213,AS001,1,17,6,890,1087
2048281/CNG213_2048281_AS001_p1_r17_c7.png,2048281,CNG213,AS001,1,17,7,1037,1087
2532871/CNG213_2532871_AS001_p1_r18_c3.png,2532871,CNG213,AS001,1,18,3,449,1141
2532871/CNG213_2532871_AS001_p1_r18_c4.png,2532871,CNG213,AS001,1,18,4,596,1141
2532871/CNG213_2532871_AS001_p1_r18_c5.png,2532871,CNG213,AS001,1,18,5,743,1141
2532871/CNG213_2532871_AS001_p1_r18_c6.png,2532871,CNG213,AS001,1,18,6,890,1141
2532871/CNG213_2532871_AS001_p1_r18_c7.png,2532871,CNG213,AS001,1,18,7,1037,1141
2012269/CNG213_2012269_AS001_p1_r19_c3.png,2012269,CNG213,AS001,1,19,3,449,1195
2012269/CNG213_2012269_AS001_p1_r19_c4.png,2012269,CNG213,AS001,1,19,4,596,1195
2012269/CNG213_2012269_AS001_p1_r19_c5.png,2012269,CNG213,AS001,1,19,5,743,1195
2012269/CNG213_2012269_AS001_p1_r19_c6.png,2012269,CNG213,AS001,1,19,6,890,1195
2012269/CNG213_2012269_AS001_p1_r19_c7.png,2012269,CNG213,AS001,1,19,7,1037,1195
2724238/CNG213_2724238_AS001_p1_r20_c3.png,2724238,CNG213,AS001,1,20,3,449,1249
2724238/CNG213_2724238_AS001_p1_r20_c4.png,2724238,CNG213,AS001,1,20,4,596,1249
2724238/CNG213_2724238_AS001_p1_r20_c5.png,2724238,CNG213,AS001,1,20,5,743,1249
2724238/CNG213_2724238_AS001_p1_r20_c6.png,2724238,CNG213,AS001,1,20,6,890,1249
2724238/CNG213_2724238_AS001_p1_r20_c7.png,2724238,CNG213,AS001,1,20,7,1037,1249
2083863/CNG213_2083863_AS001_p1_r21_c3.png,2083863,CNG213,AS001,1,21,3,449,1303
2083863/CNG213_2083863_AS001_p1_r21_c4.png,2083863,CNG213,AS001,1,21,4,596,1303
2083863/CNG213_2083863_AS001_p1_r21_c5.png,2083863,CNG213,AS001,1,21,5,743,1303
2083863/CNG213_2083863_AS001_p1_r21_c6.png,2083863,CNG213,AS001,1,21,6,890,1303
2083863/CNG213_2083863_AS001_p1_r21_c7.png,2083863,CNG213,AS001,1,21,7,1037,1303
2316475/CNG213_2316475_AS001_p1_r22_c3.png,2316475,CNG213,AS001,1,22,3,449,1357
2316475/CNG213_2316475_AS001_p1_r22_c4.png,2316475,CNG213,AS001,1,22,4,596,1357
2316475/CNG213_2316475_AS001_p1_r22_c5.png,2316475,CNG213,AS001,1,22,5,743,1357
2316475/CNG213_2316475_AS001_p1_r22_c6.png,2316475,CNG213,AS001,1,22,6,890,1357
2316475/CNG213_2316475_AS001_p1_r22_c7.png,2316475,CNG213,AS001,1,22,7,1037,1357
2648350/CNG213_2648350_AS001_p1_r23_c3.png,2648350,CNG213,AS001,1,23,3,449,1411
2648350/CNG213_2648350_AS001_p1_r23_c4.png,2648350,CNG213,AS001,1,23,4,596,1411
2648350/CNG213_2648350_AS001_p1_r23_c5.png,2648350,CNG213,AS001,1,23,5,743,1411
2648350/CNG213_2648350_AS001_p1_r23_c6.png,2648350,CNG213,AS001,1,23,6,890,1411
2648350/CNG213_2648350_AS001_p1_r23_c7.png,2648350,CNG213,AS001,1,23,7,1037,1411
